,Date,bitcoin,ethereum,tether,ripple,binancecoin,solana,usd-coin,dogecoin,cardano,staked-ether,tron,wrapped-bitcoin,hedera-hashgraph,stellar,chainlink,wrapped-steth,litecoin,avalanche-2,leo-token,sui,the-open-network,shiba-inu,usds,mantra-dao,polkadot,hyperliquid,weth,bitcoin-cash,ethena-usde,bitget-token,wrapped-eeth,uniswap,monero,near,whitebit,aptos,dai,ondo-finance,pepe,internet-computer,susds,aave,ethereum-classic,bittensor,okb,gatechain-token,official-trump,mantle,coinbase-wrapped-btc,polygon-ecosystem-token,vechain,sonic-3,celestia,algorand,tokenize-xchange,filecoin,kaspa,first-digital-usd,crypto-com-chain,jupiter-exchange-solana,cosmos,render-token,arbitrum,lombard-staked-btc,fasttoken,optimism,fetch-ai,kucoin-shares,maker,story-2,binance-peg-weth,quant-network,injective-protocol,solv-btc,kelp-dao-restaked-eth,xdce-crowd-sale,ethena,immutable-x,blockstack,worldcoin-wld,theta-token,sei-network,nexo,the-graph,lido-dao,rocket-pool-eth,usual-usd,movement,bonk,dexe,binance-staked-sol,flare-networks,mantle-staked-ether,berachain-bera,solv-protocol-solvbtc-bbn,jasmycoin,eos,gala,telcoin,tezos
0,2015-03-06,272.3412999999999,,1.0,0.010873,,,,0.0001405873981065,,,,,,0.0024369356360169,,,1.905812488469364,,,,,,,,,,,,,,,,0.4856521005465752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2015-03-07,275.5846387340832,,1.0,0.010579,,,,0.0001402809754515,,,,,,0.0016680352022056,,,1.91840954079214,,,,,,,,,,,,,,,,0.4642893868074573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2015-03-08,274.578,,1.0,0.010461,,,,0.0001398690864923,,,,,,0.0022992093659428,,,1.899268276578846,,,,,,,,,,,,,,,,0.4892977650625385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2015-03-09,289.2957000000001,,1.0,0.010688,,,,0.0001424114907857,,,,,,0.0021564672929166,,,1.929246312858236,,,,,,,,,,,,,,,,0.6662086469717031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2015-03-10,290.3057,,1.0,0.010113,,,,0.0001390459226183,,,,,,0.0025464497216495,,,2.001115495070417,,,,,,,,,,,,,,,,0.7921025046006618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2015-03-11,295.961,,1.0,0.010081,,,,0.0001431425654019,,,,,,0.0028338237766531,,,2.018303903512389,,,,,,,,,,,,,,,,0.7145632986609696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2015-03-12,293.9203,,1.0,0.010354,,,,0.0001420571074374,,,,,,0.0030952246034715,,,2.048859636652662,,,,,,,,,,,,,,,,0.6792708044216887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2015-03-13,288.0364999999999,,1.0,0.010539,,,,0.0001405246682054,,,,,,0.0024344970018471,,,2.01346430826815,,,,,,,,,,,,,,,,0.6457758586154783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2015-03-14,281.4887,,1.0,0.011083,,,,0.0001424621367461,,,,,,0.0029379972604022,,,1.993700340145327,,,,,,,,,,,,,,,,0.663494958960758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2015-03-15,285.2645,,1.0,0.010828,,,,0.0001415152303896,,,,,,0.0012666629713023,,,2.01631756346645,,,,,,,,,,,,,,,,0.6863490754596739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
