bitcoin,ethereum,tether,ripple,binancecoin,solana,usd.coin,dogecoin,cardano,staked.ether,tron,wrapped.bitcoin,hedera.hashgraph,stellar,chainlink,litecoin,avalanche.2,leo.token,mantra.dao,polkadot,bitcoin.cash,uniswap,monero,near,dai,aave,ethereum.classic,okb,gatechain.token,vechain,algorand,filecoin,crypto.com.chain,cosmos,render.token,fetch.ai,kucoin.shares,maker,quant.network,injective.protocol,blockstack,theta.token,nexo,the.graph,lido.dao,dexe,eos,gala,telcoin,tezos
0.05211370792793619,0.01554407392792153,0.08167235227329503,0.40825225381594626,0.07022256143770017,0.026229982221924308,0.03763087888426416,0.08438409869684009,0.5339494551190056,-2.453297167005649,-0.05600356189834364,-0.015205547821867175,-0.22917125332618518,1.3846385079837462,0.415590753963204,0.034539404570015746,0.10781760894526761,-0.03770479801405188,0.29060439953352024,0.22839478193643045,0.11840545233304563,-0.14281382362073158,-0.15530932693092075,-0.27719061175891996,-0.02712037914354558,-0.5863689227210749,0.040139461148957355,-0.07018619564901782,-0.01874119562545358,0.1660557466024873,-0.10886925136199807,-0.032083168571033674,0.7009229325524121,0.26097186841944964,-0.27253556363205317,0.5706653316980105,0.12607729765910472,1.295085445710668,0.026531559617565786,0.01117646007844031,0.11753580476419875,-0.3247288469647101,-0.315881281204694,0.49110454614284466,-0.6723565414164923,-0.1620623244796274,0.4692592985088829,-0.7600758628490265,-0.39202052772019663,0.17827340315503226
0.10185526832421954,-0.10664408877652655,0.09569028753092666,0.8457533577819897,0.2108356679102019,1.188960741296535,0.223320966580573,-0.32445286522912664,-0.42084485556634654,-0.13136058259549746,0.273304488673733,0.17950222723374154,-0.082247011514539,-0.7284473777342284,-0.200396563514412,0.1432457187059951,-0.3213702871863123,0.03748052972106139,0.09256627388832975,-0.018763771283067325,0.10135229803143507,-0.2909403489063916,0.27947890148787313,-0.07567439535662648,0.03893010568540855,0.16302502343520384,0.008322086505204714,0.17957253708615684,-0.031394510166479206,-0.3882361644164927,-0.2502020511286774,0.228839372003124,-9.078289494150533e-05,-0.23764409853910723,-0.5804633136543058,0.04716064133698955,0.3122791967977623,-0.32031005110463506,0.09410294944332699,0.051398946455385265,-0.3249208658812581,-0.10514216726098931,-0.2710352302888853,-0.2225374648973098,-1.127904788979389,-0.1474551692787398,-0.06084791553514226,-0.28238647164644076,-0.14340026180776735,-0.03041121492316566
0.05207100919878946,0.11176342094155789,0.03155875409179187,-0.6753168769196203,-0.2923020261236785,0.2684107257934689,0.02077507749229231,-0.17661731399630873,0.02141054077152561,0.6099865056701549,-0.125073573486292,0.04645187606546129,2.2376615599368934,-0.32469632577293916,-0.11134863749486612,0.16216106520006998,0.7432312200872893,0.03818693053418281,-0.12385335009543483,-0.18148929462295488,-0.006076107341760687,0.2967007754192222,-0.12864845266699132,0.8705129180923863,0.2608404446378311,0.049041684132905154,-0.14019295515566477,-0.024671763598732042,-0.7884036595433033,-0.04202795805005756,-0.09193420863586384,-0.4176619914696652,0.06404174934956655,0.009203355329233014,0.22907995582071838,-0.10039346452553137,-0.2845325654552327,-0.5125358086960479,0.046779048942788594,-0.23237310711226225,-0.0014022693153780954,-0.16817092248666965,0.37958138879461134,-0.3742526144480368,-0.6487652871034146,-0.04320039072380788,-0.1002607413505865,0.12070235204728758,0.22366688671912235,-0.10918172898669604
-0.3930346807248968,-0.32287499372717465,-0.2675622089676709,-0.2635044361048642,-0.1668585035724256,-0.8697327777436138,-0.4203165042000666,0.13123873171088857,-0.31059921565319504,-1.3072348330080497,-0.028958043713446343,0.05825208206771277,-1.373619470195097,-0.4796148711354928,-0.05526090062292328,-0.3394939003760218,0.5099974481080908,0.004859965080338571,-0.349017583085397,-0.40777606510945935,0.5440975517255665,-0.15490881830127654,-0.07186647734706848,0.14631365253885872,-0.3896696136803177,-0.14145540340032278,0.3904062176241496,-0.17476797012034387,0.012103075971250677,-0.22223573343479394,-0.16623656592815433,-0.10693444657395064,-0.7120675973078533,0.11580098011266243,0.3460899672935225,-0.22507612424629403,0.15403031719348267,1.0319930022169157,0.16837966041390226,-0.5827628356575062,-0.42467234382993435,0.1069389728223301,-0.46447158674218564,-0.12932224262713082,0.029388175680278437,-0.08642565682550493,0.3087741822998755,0.23167399219585955,0.2462091487064292,-0.20061437421827139
0.2717122897427822,0.24533336277592552,0.24216435669175473,0.30730278019848295,0.25497654446865076,-0.39562665203486497,0.2226281969318579,-0.11476579371851525,0.028219589847950904,0.5630371934610449,0.13921367209334787,-0.10480053423614391,-0.5711676953030148,-0.16291094241049656,0.10491031926648374,0.12105608297993152,-0.714627469935687,-0.05932955212305708,0.21185749882731433,0.10608696254841427,0.26395989196881814,0.023639863235984326,0.9122193103169591,-0.4541160210539486,0.08117022059019781,0.30562565812969933,0.5580965200911929,0.2043106896723715,0.678298998168022,0.1888138151587142,0.1766563966059224,1.0922769930061944,0.2556762368583277,0.12656173403821433,-1.2922749664098212,-0.0716558381422581,-0.05079384687857408,0.33708395370619826,0.03768360641326279,0.16843617606197792,0.3063783867023995,-0.13832552378498272,-0.11754458433977155,0.022197243621627318,-0.6811570237479084,0.23101852700764497,0.17286752855855125,0.26051070337476767,-0.22793401132526797,0.5965657244366618
0.4200744978645718,0.4098827974348918,0.2901442224605119,0.046396411722817735,0.2598031404652219,0.2705974140379501,0.5774215005904303,0.26500500410112193,0.233125904229643,0.4497053899342757,-0.1983333417972981,0.5664149234978564,-0.4419658339091531,0.28730471158514187,0.19486179094783052,0.46428588539087723,0.08596138863873427,0.057335211550663776,0.5387604162050432,0.772927902185579,-0.16478516907720042,0.250792505117297,0.08102157829549692,-0.17325607343264582,0.6521845043966701,0.08267796023027117,-0.24942035819800581,0.5686959862186451,0.09849881258628956,0.22366471355522807,0.030777232270974172,-0.3167927259099836,0.3075095537186417,0.017977124336917186,0.4213476325969254,-0.11513771104152201,0.008589372756709117,-0.2804348276000912,0.02898693614170499,0.4412346832567765,0.7466721101998464,0.25384808567994444,0.10258621982432964,-0.023055356898712343,-1.2683718185218615,0.004181300732896944,-0.25235756658462677,-1.4293549547105293,0.2683061772912158,-0.07819488169478975
-0.4822996619062312,-0.5820707664232737,-0.42769388206538494,-0.41352387002208846,-0.47590278171148825,-0.0834875442262191,-0.5173102988728768,-0.49210945300469183,-0.13667544793234512,-0.6731904693433873,0.21031834684946316,-0.7574800917503124,0.03515255192082744,0.14579349397943459,-0.5155061115787016,-0.5175105639978805,0.39660536430568505,-0.05008121465010938,-0.6262670726366575,-0.7632516151415805,-0.5850855509406567,-0.188145830049439,-0.546424134669823,-0.32856952309954335,-0.7041948037407598,0.0743537871653647,-0.4817277359960009,-0.7522128114050601,-0.13138719009387398,-0.4256780954997747,-0.4505848126006904,-0.6513844280670522,-0.8493274520744276,-0.3455483611504517,-0.4132278332418347,-0.34705381567260185,0.020645030530117434,-0.2055697983854395,-0.19719128032488187,0.04590016339216085,-0.32180758310316676,-0.2799306380748263,-0.450011185707957,-0.7014313551926803,0.013420874705845031,-0.39314526036136305,-0.622755298952379,0.7128809913379255,0.09922939153122884,-0.5094757977060275
-0.054772020798116855,-0.1533122729937967,-0.11070185015970742,-0.4024014613259662,-0.08730177492730395,-0.26267348479141606,-0.1672977713248515,-0.20678434220374406,-0.42007438725050944,1.0294958514890045,-0.6899287519120414,-0.14911101646423697,0.2788921630011207,-0.4154276858362516,0.07780855608207528,-0.3297319148792865,-0.37500624876194866,-0.11736986271214954,0.11456550946670814,0.8965232348195625,-0.05078821288337257,-0.009514398835370166,-0.20384865763334115,-0.2442247041874759,-0.014731767307823683,-0.04108364522963929,-0.349965751970199,0.06886997106996884,-0.0061338550677763675,-0.1044852475817455,-0.032183308673056354,-0.16632542169873626,-0.09118597545414651,-0.2900643205605148,-0.37990184523505965,0.21899046678218864,-0.222499095509115,-0.36652113162227035,-0.534366187743761,1.0835601637884138,0.03984154112978972,0.09500941936845952,0.07053811288865285,0.5639244085552162,0.6635614202848743,-0.027577100381925866,-0.1088094771714367,-0.16821237432602837,-0.4866118430241449,-0.14312951571607488
-0.12654648824594192,0.06538861364717043,-0.05629373257526402,0.11234838804836504,0.002097238626673281,0.01833857528478446,0.07306242203734371,0.5323672154143874,0.03606867172517751,-1.1403991006111451,0.17254822843325154,0.5073853781588811,0.3324379319115643,-0.09760712610210909,0.16449068430004696,0.0734898389005649,0.37197977452381803,-0.020742959499002667,0.061922376323097245,0.5811003635521976,-0.005865844726539218,0.09375838768661227,0.07055714426112454,0.19977753075501364,0.02788889217479481,-0.20804029695684156,0.18903743976846832,-0.3024775444522208,-0.7862444809866459,-0.08978800297949467,-0.06398667049279294,0.10825160857579899,0.179630305305918,0.27137955552375453,0.7176474246914818,0.24930195978383388,-0.17528013772771267,-0.021013496423658195,0.709669856171273,-0.265892981471591,0.2131013479951371,0.19101423539163326,0.41094706124823055,0.08595867867637642,0.6438563255631687,0.4096069973015691,0.07901408672764194,-0.06381938858206514,0.8453733558738011,0.1283236526124764
0.09814080031387253,0.1399686069918088,0.15013332675431446,-0.07904845648048346,0.07304693826569213,-0.2743002140889631,0.29792153243720976,-0.0693894538216413,0.163392352688574,0.13758008371304403,0.15460279906449012,-0.3302415578497451,-0.5800362237911965,-0.12531646362548196,1.0312832576280153,-0.039469675335598316,-0.13537075385111624,0.08149106373384916,0.051745276513486524,0.09315290924577485,0.020184749106201504,0.384716982049961,-0.26623603020538583,0.6061219899537763,0.44567923439652063,0.2354575920911493,0.04956973014672707,0.17465798008436856,-0.03195264173863049,0.18353443618829005,0.5971207599037525,0.1558154112968935,0.03076119809776109,1.2536372749997708,-0.415975371593197,0.8961793670004851,0.11620701342925563,-0.054966076439465134,0.00022965068158627402,-0.3408396603593459,-0.36486462545290443,-0.19905970647384852,-0.12620630949636444,0.36851953810655647,-1.5347078876977387,-0.299907423015293,0.10536741079301765,0.5823708247136865,0.18916293655224917,0.6762656816017463
